,CU.SHF,ZN.SHF,AL.SHF,PB.SHF,NI.SHF,SN.SHF,RB.SHF,WR.SHF,HC.SHF,SS.SHF,BU.SHF,AU.SHF,AG.SHF,FU.SHF,RU.SHF,SP.SHF,C.DCE,CS.DCE,M.DCE,A.DCE,B.DCE,Y.DCE,P.DCE,FB.DCE,BB.DCE,JD.DCE,RR.DCE,L.DCE,V.DCE,PP.DCE,J.DCE,JM.DCE,I.DCE,EG.DCE,EB.DCE,PG.DCE,SC.INE,LU.INE,NR.INE,SR.CZC,CF.CZC,CY.CZC,ZC.CZC,FG.CZC,TA.CZC,MA.CZC,UR.CZC,SA.CZC,WH.CZC,PM.CZC,RI.CZC,LR.CZC,JR.CZC,RS.CZC,OI.CZC,RM.CZC,SF.CZC,SM.CZC,AP.CZC,CJ.CZC
2018-08-01,CU1809.SHF,ZN1809.SHF,AL1809.SHF,PB1809.SHF,NI1809.SHF,SN1809.SHF,RB1810.SHF,WR1808.SHF,HC1810.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1809.SHF,,C1901.DCE,CS1809.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1808.DCE,BB1809.DCE,JD1809.DCE,,L1901.DCE,V1809.DCE,PP1809.DCE,J1809.DCE,JM1809.DCE,I1809.DCE,,,,SC1809.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC809.CZC,FG809.CZC,TA809.CZC,MA809.CZC,,,WH901.CZC,PM809.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF809.CZC,SM809.CZC,AP901.CZC,
2018-08-02,CU1809.SHF,ZN1809.SHF,AL1809.SHF,PB1809.SHF,NI1809.SHF,SN1809.SHF,RB1810.SHF,WR1808.SHF,HC1810.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1809.SHF,,C1901.DCE,CS1809.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1808.DCE,BB1809.DCE,JD1809.DCE,,L1901.DCE,V1809.DCE,PP1809.DCE,J1809.DCE,JM1809.DCE,I1809.DCE,,,,SC1809.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC809.CZC,FG809.CZC,TA809.CZC,MA809.CZC,,,WH901.CZC,PM809.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF809.CZC,SM809.CZC,AP901.CZC,
2018-08-03,CU1809.SHF,ZN1809.SHF,AL1809.SHF,PB1809.SHF,NI1809.SHF,SN1809.SHF,RB1810.SHF,WR1808.SHF,HC1810.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1809.SHF,,C1901.DCE,CS1809.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1808.DCE,BB1809.DCE,JD1809.DCE,,L1901.DCE,V1809.DCE,PP1809.DCE,J1809.DCE,JM1809.DCE,I1809.DCE,,,,SC1809.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC809.CZC,FG809.CZC,TA809.CZC,MA809.CZC,,,WH901.CZC,PM809.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF809.CZC,SM809.CZC,AP901.CZC,
2018-08-06,CU1809.SHF,ZN1809.SHF,AL1809.SHF,PB1809.SHF,NI1811.SHF,SN1809.SHF,RB1810.SHF,WR1808.SHF,HC1810.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1809.SHF,,C1901.DCE,CS1809.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1808.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1809.DCE,PP1809.DCE,J1809.DCE,JM1809.DCE,I1809.DCE,,,,SC1809.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC809.CZC,FG809.CZC,TA809.CZC,MA809.CZC,,,WH901.CZC,PM809.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF809.CZC,SM809.CZC,AP901.CZC,
2018-08-07,CU1809.SHF,ZN1810.SHF,AL1809.SHF,PB1809.SHF,NI1811.SHF,SN1809.SHF,RB1810.SHF,WR1808.SHF,HC1810.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1809.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1808.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1809.DCE,PP1901.DCE,J1809.DCE,JM1809.DCE,I1901.DCE,,,,SC1809.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC809.CZC,FG809.CZC,TA901.CZC,MA809.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF809.CZC,SM809.CZC,AP901.CZC,
2018-08-08,CU1809.SHF,ZN1810.SHF,AL1810.SHF,PB1809.SHF,NI1811.SHF,SN1809.SHF,RB1810.SHF,WR1808.SHF,HC1810.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1808.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1809.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC809.CZC,FG809.CZC,TA901.CZC,MA809.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF809.CZC,SM809.CZC,AP901.CZC,
2018-08-09,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1809.SHF,NI1811.SHF,SN1809.SHF,RB1810.SHF,WR1808.SHF,HC1810.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1808.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF809.CZC,SM809.CZC,AP901.CZC,
2018-08-10,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1809.SHF,NI1811.SHF,SN1809.SHF,RB1810.SHF,WR1808.SHF,HC1810.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1808.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF809.CZC,SM809.CZC,AP901.CZC,
2018-08-13,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1809.SHF,NI1811.SHF,SN1809.SHF,RB1810.SHF,WR1808.SHF,HC1810.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1808.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM809.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF809.CZC,SM809.CZC,AP901.CZC,
2018-08-14,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1809.SHF,NI1811.SHF,SN1809.SHF,RB1810.SHF,WR1808.SHF,HC1810.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1808.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM809.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF809.CZC,SM809.CZC,AP901.CZC,
2018-08-15,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1809.SHF,NI1811.SHF,SN1901.SHF,RB1810.SHF,WR1809.SHF,HC1810.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1809.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM809.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF809.CZC,SM901.CZC,AP901.CZC,
2018-08-16,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1809.SHF,NI1811.SHF,SN1901.SHF,RB1810.SHF,WR1809.SHF,HC1810.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1809.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM809.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-08-17,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1809.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,WR1809.SHF,HC1810.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1809.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-08-20,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,WR1809.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1809.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-08-21,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,WR1809.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1809.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-08-22,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,WR1809.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1809.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-08-23,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,WR1809.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1809.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-08-24,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,WR1809.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1809.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-08-27,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,WR1809.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1809.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-08-28,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,WR1809.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1809.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-08-29,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,WR1809.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1809.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS809.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-08-30,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,WR1809.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1901.DCE,Y1901.DCE,P1901.DCE,FB1809.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-08-31,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,WR1903.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1809.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-03,CU1810.SHF,ZN1810.SHF,AL1810.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,WR1906.SHF,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1809.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-04,CU1811.SHF,ZN1810.SHF,AL1811.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-05,CU1811.SHF,ZN1810.SHF,AL1811.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-06,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-07,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-10,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-11,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
2018-09-12,CU1811.SHF,ZN1811.SHF,AL1811.SHF,PB1810.SHF,NI1811.SHF,SN1901.SHF,RB1901.SHF,,HC1901.SHF,,BU1812.SHF,AU1812.SHF,AG1812.SHF,FU1901.SHF,RU1901.SHF,,C1901.DCE,CS1901.DCE,M1901.DCE,A1901.DCE,B1905.DCE,Y1901.DCE,P1901.DCE,FB1810.DCE,BB1809.DCE,JD1901.DCE,,L1901.DCE,V1901.DCE,PP1901.DCE,J1901.DCE,JM1901.DCE,I1901.DCE,,,,SC1812.INE,,,SR901.CZC,CF901.CZC,CY810.CZC,ZC901.CZC,FG901.CZC,TA901.CZC,MA901.CZC,,,WH901.CZC,PM901.CZC,RI811.CZC,LR903.CZC,JR907.CZC,RS908.CZC,OI901.CZC,RM901.CZC,SF901.CZC,SM901.CZC,AP901.CZC,
