,CU.SHF,ZN.SHF,AL.SHF,PB.SHF,NI.SHF,SN.SHF,RB.SHF,WR.SHF,HC.SHF,SS.SHF,BU.SHF,AU.SHF,AG.SHF,FU.SHF,RU.SHF,SP.SHF,C.DCE,CS.DCE,M.DCE,A.DCE,B.DCE,Y.DCE,P.DCE,FB.DCE,BB.DCE,JD.DCE,RR.DCE,L.DCE,V.DCE,PP.DCE,J.DCE,JM.DCE,I.DCE,EG.DCE,EB.DCE,PG.DCE,SC.INE,LU.INE,NR.INE,SR.CZC,CF.CZC,CY.CZC,ZC.CZC,FG.CZC,TA.CZC,MA.CZC,UR.CZC,SA.CZC,WH.CZC,PM.CZC,RI.CZC,LR.CZC,JR.CZC,RS.CZC,OI.CZC,RM.CZC,SF.CZC,SM.CZC,AP.CZC,CJ.CZC
2020-03-13,CU2004.SHF,ZN2005.SHF,AL2005.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2005.SHF,WR2010.SHF,HC2005.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2005.SHF,RU2005.SHF,SP2005.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2005.DCE,Y2005.DCE,P2005.DCE,FB2005.DCE,BB2004.DCE,JD2005.DCE,RR2005.DCE,L2005.DCE,V2005.DCE,PP2005.DCE,J2005.DCE,JM2005.DCE,I2005.DCE,EG2005.DCE,EB2005.DCE,,SC2005.INE,,NR2005.INE,SR005.CZC,CF005.CZC,CY005.CZC,ZC005.CZC,FG005.CZC,TA005.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI005.CZC,RM005.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ005.CZC
2020-03-16,CU2004.SHF,ZN2005.SHF,AL2005.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2005.SHF,WR2010.SHF,HC2005.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2005.SHF,RU2005.SHF,SP2005.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2005.DCE,Y2005.DCE,P2005.DCE,FB2005.DCE,BB2004.DCE,JD2005.DCE,RR2005.DCE,L2005.DCE,V2005.DCE,PP2005.DCE,J2005.DCE,JM2005.DCE,I2005.DCE,EG2005.DCE,EB2005.DCE,,SC2005.INE,,NR2005.INE,SR009.CZC,CF005.CZC,CY005.CZC,ZC005.CZC,FG005.CZC,TA005.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI005.CZC,RM005.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ005.CZC
2020-03-17,CU2004.SHF,ZN2005.SHF,AL2005.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2005.SHF,WR2010.SHF,HC2005.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2005.SHF,RU2005.SHF,SP2005.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2005.DCE,Y2005.DCE,P2005.DCE,FB2005.DCE,BB2004.DCE,JD2005.DCE,RR2005.DCE,L2005.DCE,V2005.DCE,PP2005.DCE,J2005.DCE,JM2005.DCE,I2005.DCE,EG2005.DCE,EB2005.DCE,,SC2005.INE,,NR2005.INE,SR009.CZC,CF005.CZC,CY005.CZC,ZC005.CZC,FG005.CZC,TA005.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI005.CZC,RM005.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ005.CZC
2020-03-18,CU2005.SHF,ZN2005.SHF,AL2005.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2005.SHF,WR2010.SHF,HC2005.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2005.SHF,RU2005.SHF,SP2005.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2005.DCE,Y2005.DCE,P2005.DCE,FB2005.DCE,BB2004.DCE,JD2005.DCE,RR2005.DCE,L2005.DCE,V2005.DCE,PP2005.DCE,J2005.DCE,JM2005.DCE,I2005.DCE,EG2005.DCE,EB2005.DCE,,SC2006.INE,,NR2005.INE,SR009.CZC,CF005.CZC,CY005.CZC,ZC005.CZC,FG005.CZC,TA005.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI005.CZC,RM005.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ005.CZC
2020-03-19,CU2005.SHF,ZN2005.SHF,AL2005.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2005.SHF,WR2010.SHF,HC2005.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2005.SHF,RU2005.SHF,SP2005.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2005.DCE,Y2009.DCE,P2005.DCE,FB2005.DCE,BB2004.DCE,JD2005.DCE,RR2005.DCE,L2005.DCE,V2005.DCE,PP2005.DCE,J2005.DCE,JM2005.DCE,I2005.DCE,EG2005.DCE,EB2005.DCE,,SC2006.INE,,NR2005.INE,SR009.CZC,CF005.CZC,CY005.CZC,ZC005.CZC,FG005.CZC,TA005.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI005.CZC,RM009.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ005.CZC
2020-03-20,CU2005.SHF,ZN2005.SHF,AL2005.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2005.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2005.SHF,RU2009.SHF,SP2005.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2005.DCE,Y2009.DCE,P2005.DCE,FB2005.DCE,BB2004.DCE,JD2005.DCE,RR2005.DCE,L2005.DCE,V2005.DCE,PP2005.DCE,J2005.DCE,JM2005.DCE,I2005.DCE,EG2005.DCE,EB2005.DCE,,SC2006.INE,,NR2005.INE,SR009.CZC,CF005.CZC,CY005.CZC,ZC005.CZC,FG005.CZC,TA005.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI005.CZC,RM009.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ005.CZC
2020-03-23,CU2005.SHF,ZN2005.SHF,AL2005.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2005.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2005.SHF,RU2009.SHF,SP2005.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2005.DCE,Y2009.DCE,P2005.DCE,FB2005.DCE,BB2004.DCE,JD2005.DCE,RR2005.DCE,L2005.DCE,V2005.DCE,PP2005.DCE,J2005.DCE,JM2005.DCE,I2005.DCE,EG2005.DCE,EB2005.DCE,,SC2006.INE,,NR2005.INE,SR009.CZC,CF005.CZC,CY005.CZC,ZC005.CZC,FG005.CZC,TA005.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI005.CZC,RM009.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ005.CZC
2020-03-24,CU2005.SHF,ZN2005.SHF,AL2005.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2005.SHF,RU2009.SHF,SP2005.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2005.DCE,Y2009.DCE,P2005.DCE,FB2005.DCE,BB2004.DCE,JD2005.DCE,RR2005.DCE,L2005.DCE,V2009.DCE,PP2005.DCE,J2005.DCE,JM2005.DCE,I2005.DCE,EG2005.DCE,EB2005.DCE,,SC2006.INE,,NR2005.INE,SR009.CZC,CF005.CZC,CY005.CZC,ZC005.CZC,FG005.CZC,TA005.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI005.CZC,RM009.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ005.CZC
2020-03-25,CU2005.SHF,ZN2005.SHF,AL2005.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2005.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2005.DCE,Y2009.DCE,P2005.DCE,FB2005.DCE,BB2004.DCE,JD2005.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2005.DCE,J2005.DCE,JM2005.DCE,I2005.DCE,EG2005.DCE,EB2005.DCE,,SC2006.INE,,NR2005.INE,SR009.CZC,CF005.CZC,CY005.CZC,ZC005.CZC,FG005.CZC,TA005.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI005.CZC,RM009.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ005.CZC
2020-03-26,CU2005.SHF,ZN2005.SHF,AL2005.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2005.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2005.DCE,Y2009.DCE,P2005.DCE,FB2005.DCE,BB2004.DCE,JD2005.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2005.DCE,J2005.DCE,JM2005.DCE,I2005.DCE,EG2005.DCE,EB2005.DCE,,SC2006.INE,,NR2005.INE,SR009.CZC,CF005.CZC,CY005.CZC,ZC005.CZC,FG005.CZC,TA005.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI005.CZC,RM009.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ005.CZC
2020-03-27,CU2005.SHF,ZN2005.SHF,AL2005.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2005.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2005.DCE,Y2009.DCE,P2009.DCE,FB2005.DCE,BB2004.DCE,JD2005.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2009.DCE,J2005.DCE,JM2005.DCE,I2005.DCE,EG2005.DCE,EB2005.DCE,,SC2006.INE,,NR2005.INE,SR009.CZC,CF005.CZC,CY005.CZC,ZC005.CZC,FG005.CZC,TA009.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI005.CZC,RM009.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ005.CZC
2020-03-30,CU2005.SHF,ZN2005.SHF,AL2005.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2005.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2005.DCE,Y2009.DCE,P2009.DCE,FB2005.DCE,BB2004.DCE,JD2005.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2009.DCE,J2005.DCE,JM2005.DCE,I2005.DCE,EG2005.DCE,EB2005.DCE,PG2011.DCE,SC2006.INE,,NR2005.INE,SR009.CZC,CF005.CZC,CY005.CZC,ZC009.CZC,FG005.CZC,TA009.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI005.CZC,RM009.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ005.CZC
2020-03-31,CU2005.SHF,ZN2005.SHF,AL2005.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2005.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2005.DCE,Y2009.DCE,P2009.DCE,FB2005.DCE,BB2004.DCE,JD2005.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2009.DCE,J2009.DCE,JM2005.DCE,I2009.DCE,EG2005.DCE,EB2005.DCE,PG2011.DCE,SC2006.INE,,NR2005.INE,SR009.CZC,CF005.CZC,CY005.CZC,ZC009.CZC,FG009.CZC,TA009.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI009.CZC,RM009.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ005.CZC
2020-04-01,CU2005.SHF,ZN2005.SHF,AL2006.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2005.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2005.DCE,Y2009.DCE,P2009.DCE,FB2005.DCE,BB2004.DCE,JD2005.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2009.DCE,J2009.DCE,JM2005.DCE,I2009.DCE,EG2005.DCE,EB2005.DCE,PG2011.DCE,SC2006.INE,,NR2005.INE,SR009.CZC,CF009.CZC,CY005.CZC,ZC009.CZC,FG009.CZC,TA009.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI009.CZC,RM009.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ005.CZC
2020-04-02,CU2005.SHF,ZN2005.SHF,AL2006.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2005.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2005.DCE,Y2009.DCE,P2009.DCE,FB2005.DCE,BB2004.DCE,JD2005.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2009.DCE,J2009.DCE,JM2005.DCE,I2009.DCE,EG2005.DCE,EB2005.DCE,PG2011.DCE,SC2006.INE,,NR2005.INE,SR009.CZC,CF009.CZC,CY005.CZC,ZC009.CZC,FG009.CZC,TA009.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI009.CZC,RM009.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ005.CZC
2020-04-03,CU2005.SHF,ZN2006.SHF,AL2006.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2009.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2006.DCE,Y2009.DCE,P2009.DCE,FB2005.DCE,BB2005.DCE,JD2005.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2009.DCE,J2009.DCE,JM2009.DCE,I2009.DCE,EG2009.DCE,EB2009.DCE,PG2011.DCE,SC2006.INE,,NR2005.INE,SR009.CZC,CF009.CZC,CY009.CZC,ZC009.CZC,FG009.CZC,TA009.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI009.CZC,RM009.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ009.CZC
2020-04-07,CU2005.SHF,ZN2006.SHF,AL2006.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2009.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2005.DCE,B2006.DCE,Y2009.DCE,P2009.DCE,FB2005.DCE,BB2005.DCE,JD2005.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2009.DCE,J2009.DCE,JM2009.DCE,I2009.DCE,EG2009.DCE,EB2009.DCE,PG2011.DCE,SC2006.INE,,NR2005.INE,SR009.CZC,CF009.CZC,CY009.CZC,ZC009.CZC,FG009.CZC,TA009.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS007.CZC,OI009.CZC,RM009.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ009.CZC
2020-04-08,CU2005.SHF,ZN2006.SHF,AL2006.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2009.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2009.DCE,B2006.DCE,Y2009.DCE,P2009.DCE,FB2005.DCE,BB2005.DCE,JD2005.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2009.DCE,J2009.DCE,JM2009.DCE,I2009.DCE,EG2009.DCE,EB2009.DCE,PG2011.DCE,SC2006.INE,,NR2005.INE,SR009.CZC,CF009.CZC,CY009.CZC,ZC009.CZC,FG009.CZC,TA009.CZC,MA005.CZC,UR005.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS008.CZC,OI009.CZC,RM009.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ009.CZC
2020-04-09,CU2005.SHF,ZN2006.SHF,AL2006.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2009.SHF,C2009.DCE,CS2005.DCE,M2009.DCE,A2009.DCE,B2006.DCE,Y2009.DCE,P2009.DCE,FB2005.DCE,BB2005.DCE,JD2005.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2009.DCE,J2009.DCE,JM2009.DCE,I2009.DCE,EG2009.DCE,EB2009.DCE,PG2011.DCE,SC2006.INE,,NR2005.INE,SR009.CZC,CF009.CZC,CY009.CZC,ZC009.CZC,FG009.CZC,TA009.CZC,MA005.CZC,UR009.CZC,SA005.CZC,WH005.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS008.CZC,OI009.CZC,RM009.CZC,SF005.CZC,SM005.CZC,AP005.CZC,CJ009.CZC
2020-04-10,CU2005.SHF,ZN2006.SHF,AL2006.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2009.SHF,C2009.DCE,CS2009.DCE,M2009.DCE,A2009.DCE,B2006.DCE,Y2009.DCE,P2009.DCE,FB2005.DCE,BB2005.DCE,JD2006.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2009.DCE,J2009.DCE,JM2009.DCE,I2009.DCE,EG2009.DCE,EB2009.DCE,PG2011.DCE,SC2006.INE,,NR2005.INE,SR009.CZC,CF009.CZC,CY009.CZC,ZC009.CZC,FG009.CZC,TA009.CZC,MA005.CZC,UR009.CZC,SA005.CZC,WH009.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS008.CZC,OI009.CZC,RM009.CZC,SF009.CZC,SM005.CZC,AP005.CZC,CJ009.CZC
2020-04-13,CU2006.SHF,ZN2006.SHF,AL2006.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2009.SHF,C2009.DCE,CS2009.DCE,M2009.DCE,A2009.DCE,B2006.DCE,Y2009.DCE,P2009.DCE,FB2005.DCE,BB2005.DCE,JD2006.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2009.DCE,J2009.DCE,JM2009.DCE,I2009.DCE,EG2009.DCE,EB2009.DCE,PG2011.DCE,SC2006.INE,,NR2006.INE,SR009.CZC,CF009.CZC,CY009.CZC,ZC009.CZC,FG009.CZC,TA009.CZC,MA009.CZC,UR009.CZC,SA005.CZC,WH009.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS008.CZC,OI009.CZC,RM009.CZC,SF009.CZC,SM009.CZC,AP005.CZC,CJ009.CZC
2020-04-14,CU2006.SHF,ZN2006.SHF,AL2006.SHF,PB2005.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2009.SHF,C2009.DCE,CS2009.DCE,M2009.DCE,A2009.DCE,B2006.DCE,Y2009.DCE,P2009.DCE,FB2005.DCE,BB2005.DCE,JD2006.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2009.DCE,J2009.DCE,JM2009.DCE,I2009.DCE,EG2009.DCE,EB2009.DCE,PG2011.DCE,SC2006.INE,,NR2006.INE,SR009.CZC,CF009.CZC,CY009.CZC,ZC009.CZC,FG009.CZC,TA009.CZC,MA009.CZC,UR009.CZC,SA005.CZC,WH009.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS008.CZC,OI009.CZC,RM009.CZC,SF009.CZC,SM009.CZC,AP005.CZC,CJ009.CZC
2020-04-15,CU2006.SHF,ZN2006.SHF,AL2006.SHF,PB2006.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2009.SHF,C2009.DCE,CS2009.DCE,M2009.DCE,A2009.DCE,B2006.DCE,Y2009.DCE,P2009.DCE,FB2005.DCE,BB2005.DCE,JD2006.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2009.DCE,J2009.DCE,JM2009.DCE,I2009.DCE,EG2009.DCE,EB2009.DCE,PG2011.DCE,SC2006.INE,,NR2006.INE,SR009.CZC,CF009.CZC,CY009.CZC,ZC009.CZC,FG009.CZC,TA009.CZC,MA009.CZC,UR009.CZC,SA005.CZC,WH009.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS008.CZC,OI009.CZC,RM009.CZC,SF009.CZC,SM009.CZC,AP005.CZC,CJ009.CZC
2020-04-16,CU2006.SHF,ZN2006.SHF,AL2006.SHF,PB2006.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2009.SHF,C2009.DCE,CS2009.DCE,M2009.DCE,A2009.DCE,B2006.DCE,Y2009.DCE,P2009.DCE,FB2005.DCE,BB2005.DCE,JD2006.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2009.DCE,J2009.DCE,JM2009.DCE,I2009.DCE,EG2009.DCE,EB2009.DCE,PG2011.DCE,SC2006.INE,,NR2006.INE,SR009.CZC,CF009.CZC,CY009.CZC,ZC009.CZC,FG009.CZC,TA009.CZC,MA009.CZC,UR009.CZC,SA005.CZC,WH009.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS009.CZC,OI009.CZC,RM009.CZC,SF009.CZC,SM009.CZC,AP005.CZC,CJ009.CZC
2020-04-17,CU2006.SHF,ZN2006.SHF,AL2006.SHF,PB2006.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2009.SHF,C2009.DCE,CS2009.DCE,M2009.DCE,A2009.DCE,B2006.DCE,Y2009.DCE,P2009.DCE,FB2005.DCE,BB2005.DCE,JD2006.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2009.DCE,J2009.DCE,JM2009.DCE,I2009.DCE,EG2009.DCE,EB2009.DCE,PG2011.DCE,SC2006.INE,,NR2006.INE,SR009.CZC,CF009.CZC,CY009.CZC,ZC009.CZC,FG009.CZC,TA009.CZC,MA009.CZC,UR009.CZC,SA009.CZC,WH009.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS009.CZC,OI009.CZC,RM009.CZC,SF009.CZC,SM009.CZC,AP005.CZC,CJ009.CZC
2020-04-20,CU2006.SHF,ZN2006.SHF,AL2006.SHF,PB2006.SHF,NI2006.SHF,SN2006.SHF,RB2010.SHF,WR2010.SHF,HC2010.SHF,SS2006.SHF,BU2006.SHF,AU2006.SHF,AG2006.SHF,FU2009.SHF,RU2009.SHF,SP2009.SHF,C2009.DCE,CS2009.DCE,M2009.DCE,A2009.DCE,B2006.DCE,Y2009.DCE,P2009.DCE,FB2005.DCE,BB2005.DCE,JD2006.DCE,RR2009.DCE,L2009.DCE,V2009.DCE,PP2009.DCE,J2009.DCE,JM2009.DCE,I2009.DCE,EG2009.DCE,EB2009.DCE,PG2011.DCE,SC2006.INE,,NR2006.INE,SR009.CZC,CF009.CZC,CY009.CZC,ZC009.CZC,FG009.CZC,TA009.CZC,MA009.CZC,UR009.CZC,SA009.CZC,WH009.CZC,PM007.CZC,RI005.CZC,LR007.CZC,JR011.CZC,RS009.CZC,OI009.CZC,RM009.CZC,SF009.CZC,SM009.CZC,AP010.CZC,CJ009.CZC
